Search Term,Date,Hour,Minute,User ID,Total Unique Searches,Search Depth,Time after Search
the state of U.S. Retail and ins,20180424,09,15,Anonymous-User,1,7,232.00
The State of U.S. Retail and Institutional Asset Management,20180518,15,41,f0e3cb73-29c3-e711-8108-c4346bdca201,1,0,16.00
The State of U.S. Retail and Institutional Asset Management,20180520,13,52,f0e3cb73-29c3-e711-8108-c4346bdca201,1,0,10.00
The State of U.S. Retail and Institutional Asset Management,20180521,08,24,f0e3cb73-29c3-e711-8108-c4346bdca201,1,0,9.00
The State of U.S. Retail and Institutional Asset Management,20180625,10,20,U001KQS,1,1,1249.00
The State of U.S. Retail and Institutional Asset Management 2016,20180429,14,35,87a78239-5a9e-e711-9401-00155d9b7010,1,1,35.00
tHE STATE OF U.S. RETAIL AND INSTITUTIONAL ASSET MANAGEMENT 2017,20180516,21,36,U000U6E,1,3,289.00
The State of U.S. Retail and Institutional Asset Management 2018: Evaluating Channel Opportunities to Increase Assets,20180518,15,41,f0e3cb73-29c3-e711-8108-c4346bdca201,1,0,23.00
thematic,20180405,17,51,12b7b33e-0626-e711-93ff-00155d6159ca,1,0,14.00
thematic,20180508,09,56,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,62.00
themes to shape,20180620,07,57,Anonymous-User,1,0,20.00
third party,20180417,17,57,U000X7N,1,0,28.00
third party,20180611,11,06,U001K85,1,0,200.00
third party,20180613,13,27,U0008OQ,1,1,40.00
third party asset management,20180417,17,57,U000X7N,1,1,31.00
third party model,20180419,17,29,U0007MH,1,2,649.00
third party models,20180425,18,14,U0007MH,1,0,349.00
third party strategist,20180515,09,55,993361d5-50d4-e711-9404-00155d9b6db4,1,15,1291.00
third-party,20180611,11,21,U001K85,1,0,163.00
Third-party asset manager provider,20180508,14,50,U000WC3,1,0,7.00
thomson reuters,20180626,15,54,Anonymous-User,1,0,59.00
TIAA,20180406,13,49,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,2,124.00
Tianhong,20180528,05,39,U001D8H,1,0,17.00
time allocation,20180411,10,35,b94202d5-7c2f-e711-9400-00155d613980,1,0,49.00
tobob,20180621,12,45,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,4.00
tom oshea,20180514,19,54,Anonymous-User,1,1,148.00
Top 20 digital advice providers,20180417,05,12,U001H74,1,0,22.00
Top 20-digital,20180417,05,12,U001H74,1,0,17.00
top managed account program sponsors,20180411,12,56,Anonymous-User,1,1,36.00
top managed account program sponsors,20180412,13,31,04c26657-3bca-e711-8105-c4346bdcf291,1,0,236.00
top recordkeepers,20180625,08,50,U0016UA,1,7,67.00
top roboadviser,20180628,16,58,U001K7A,1,0,8.00
top tremds,20180410,06,08,Anonymous-User,1,0,10.00
top trends,20180425,18,56,Anonymous-User,1,0,12.00
top wealth management,20180601,11,24,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,2,75.00
Top-20 digital advice providers by assets nder management,20180417,05,09,U001H74,1,0,17.00
top-50,20180511,14,51,U001DRV,1,0,164.00
topics participants most frequently ask about,20180625,13,36,Anonymous-User,1,0,9.00
total advisor revenue,20180606,09,29,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,611.00
total advisors,20180501,08,44,01ab5779-8857-e711-9400-00155d615d9c,1,0,237.00
total assets under management,20180507,20,11,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,15,256.00
total investable assets,20180501,15,05,6ef7d8b6-0d48-e811-a822-00155d9b3b30,1,0,12.00
total investable assets,20180501,15,52,Anonymous-User,1,0,766.00
total investable assets,20180501,17,45,7389721d-0c48-e811-a822-00155d9b3b30,1,14,981.00
Total investable assets,20180508,16,05,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,819.00
total retail assets 2018,20180630,23,18,U001KI4,1,0,7.00
TPA,20180510,17,58,Anonymous-User,1,0,0.00
TPA,20180612,12,21,cc0e126d-22ce-e711-8109-c4346bdc0371,1,1,179.00
TPA,20180624,04,09,Anonymous-User,1,0,0.00
tpc,20180611,11,56,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,4.00
tpv,20180601,13,20,U001D75,1,3,23.00
tpv,20180605,09,52,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,46.00
tpv,20180611,11,56,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,18.00
traders in latin america,20180504,09,36,U0018IO,1,0,7.00
trading,20180524,15,53,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,436.00
trading capabilities,20180507,13,02,U001K05,1,3,54.00
trainee,20180503,18,15,U0011PY,1,0,23.00
Training,20180416,06,53,Anonymous-User,1,0,0.00
Training,20180609,08,25,Anonymous-User,1,0,0.00
trak,20180524,14,31,U0001J3,1,0,21.00
transaction-based,20180529,10,22,U001A4G,1,0,57.00
transfer,20180503,17,12,7389721d-0c48-e811-a822-00155d9b3b30,1,0,19.00
transfer,20180517,19,54,U0016CS,1,6,200.00
transfer of wealth,20180503,17,13,7389721d-0c48-e811-a822-00155d9b3b30,1,2,77.00
transfer of wealth,20180503,17,16,7389721d-0c48-e811-a822-00155d9b3b30,1,0,26.00
transfer of wealth,20180507,08,35,U0004Z5,1,0,0.00
transfer of wealth,20180614,12,45,deb81076-f16f-e811-8123-c4346bdcf291,1,0,16.00
transition to managed accounts,20180501,09,52,U001KI4,1,0,0.00
transitioning to managed accounts,20180501,09,52,U001KI4,1,0,6.00
trends,20180410,06,08,Anonymous-User,1,5,298.00
trends to watch in 2018,20180425,18,56,Anonymous-User,1,0,0.00
trnascation based,20180529,10,22,U001A4G,1,0,12.00
trust,20180424,10,19,Anonymous-User,1,1,85.00
trust,20180507,16,39,Anonymous-User,1,0,11.00
trust,20180606,13,54,U0014F7,1,7,429.00
Trust,20180412,17,14,Anonymous-User,1,1,23.00
trust fee,20180625,10,45,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,353.00
trust hong kong,20180418,03,40,Anonymous-User,1,6,200.00
trust industry,20180625,15,35,e2aefcc5-3a76-e811-9cca-00155d9b44f8,1,0,0.00
trust regulatory,20180404,17,47,5f9d4d96-5116-e811-90ce-00155d9b90b7,1,0,7.00
Trust Retirement,20180412,17,14,Anonymous-User,1,0,19.00
Trust Retirement Accounts,20180412,17,13,Anonymous-User,1,0,16.00
trust survey,20180507,16,39,Anonymous-User,1,1,24.00
Trusts,20180513,16,22,Anonymous-User,1,0,0.00
Trusts,20180608,10,52,Anonymous-User,1,1,21.00
Trusts,20180626,02,15,Anonymous-User,1,0,0.00
Turn-key,20180604,13,07,91336f07-024f-e811-bd6d-00155d9b4cc4,1,1,502.00
turn-key asset management,20180625,11,08,U0003MK,1,0,11.00
turn-key asset manager,20180604,13,07,91336f07-024f-e811-bd6d-00155d9b4cc4,1,0,10.00
turnkey,20180611,10,46,U001K85,1,1,54.00
turnkey,20180612,12,23,U000YML,1,0,0.00
Turnkey,20180606,22,14,Anonymous-User,1,0,448.00
turnkey asset,20180406,12,39,Anonymous-User,1,0,222.00
turnkey asset management platform,20180515,15,54,Anonymous-User,1,2,7.00
Turnkey Asset Management Platform,20180606,22,22,Anonymous-User,1,1,13.00
turnkey asset management program,20180411,15,30,U000X7N,1,1,62.00
u.s advisor metrics,20180409,19,47,7ac2cfb5-4617-e811-90ce-00155d9b90b7,1,0,8.00
U.S product Development 2017: Advisor Product Demand in a Model-Driven Environment,20180622,16,48,Anonymous-User,1,1,21.00
U.S. Advisor Edition,20180416,12,23,Anonymous-User,1,0,152.00
U.S. advisor metrics,20180614,00,03,Anonymous-User,1,0,0.00
U.S. advisor metrics,20180614,07,07,Anonymous-User,1,0,0.00
U.S. Advisor Metrics,20180523,19,18,U001IV2,1,1,436.00
U.S. ADVISOR METRICS 2017,20180625,22,48,U000U6E,1,1,51.00
U.S. advisor metrics 2018,20180614,00,03,Anonymous-User,1,0,12.00
U.S. Advisor metrics 2018,20180628,14,44,U001CKT,1,0,7.00
u.s. alternative products and strategies,20180409,13,20,d949fbed-fe22-e811-bbd3-00155d9b3547,1,2,43.00
U.S. Annuities and insurance,20180420,17,15,8761690c-9d44-e811-a822-00155d9b3b30,1,0,23.00
U.S. Annuities and Insurance,20180419,10,30,U001B4V,1,0,52.00
U.S. Asset and Wealth Management Edition,20180412,09,20,U001E7Q,1,0,8.00
U.S. Asset and Wealth Management Edition,20180413,10,39,U001K7A,1,3,26.00
U.S. Asset Management Opportunities in Banks 2016,20180504,13,10,Anonymous-User,1,1,49.00
U.s. broker,20180611,20,17,Anonymous-User,1,1,17.00
U.S. Broker Dealer,20180625,17,01,52def411-0110-e811-90ce-00155d9b90b7,1,1,29.00
u.s. broker/dealer,20180601,11,26,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,23.00
U.S. Broker/Dealer Marketplace,20180601,03,44,U0003LX,1,0,0.00
U.S. Broker/Dealer Marketplace 2017: Segments of Strength,20180426,14,10,770ea27c-f622-e811-8110-c4346bdca201,1,1,15.00
U.S. Defined Contribution Distribution 2017,20180514,22,45,Anonymous-User,1,0,0.00
U.S. Evolution of the Retirement Investor,20180424,10,42,U001ENV,1,1,58.00
U.S. EVOLUTION OF THE RETIREMENT INVESTOR 2017,20180619,14,00,f0d87b13-859c-e711-810a-5065f38bf1b1,1,0,65.00
U.S. Exchange-Traded Fund Markets 2017: Differentiating Strategies for Sustained Growth,20180409,09,19,U001KRD,1,1,16.00
U.S. High-Net-Worth and Ultra-High-Net-Worth Markets,20180602,06,12,Anonymous-User,1,0,0.00
"U.S. High-Net-Worth and Ultra-High-Net-Worth Markets 2016, Understanding the Long-Term Impact of Wealth Transfer",20180503,12,14,87a78239-5a9e-e711-9401-00155d9b7010,1,1,203.00
U.S. Intermediary,20180419,10,30,U001B4V,1,0,12.00
U.S. Intermediary Distribution,20180521,08,18,U000ISR,1,7,400.00
u.s. managed accounts,20180524,14,59,3775de7b-b513-e711-8102-5065f38be1c1,1,0,37.00
u.s. managed accounts,20180614,13,34,abb2f816-8337-e811-8110-c4346bdcf291,1,9,218.00
U.S. Managed accounts,20180417,09,28,1f8dddbc-8237-e811-8110-c4346bdcf291,1,1,40.00
U.S. Managed Accounts,20180425,11,03,4691c65e-3a47-e811-a822-00155d9b3b30,1,6,190.00
U.S. Managed Accounts,20180607,17,40,556bffaf-7441-e811-a822-00155d9b3b30,1,0,0.00
u.s. managed accounts 2017,20180531,16,24,75a753d4-cecb-e711-8109-c4346bdca201,1,1,144.00
U.S. Managed Accounts 2017: Convergence and its Implications,20180619,14,01,f0d87b13-859c-e711-810a-5065f38bf1b1,1,0,0.00
u.s. monthly product trends,20180507,12,14,Anonymous-User,1,0,28.00
U.S. Monthly Product Trends: Year in Review Issue,20180406,12,59,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,12.00
U.S. Monthly Proudct Trends: Year In Review,20180406,12,54,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,11.00
U.S. Outsourced CIO Function 2017,20180522,10,43,5a184a09-aa23-e811-8110-c4346bdca201,1,0,545.00
U.S. Outsourced CIO Function 2017: Identifying Emerging Opportunities Across Institutional Investors,20180611,14,53,7f8f98ac-3e87-e711-9402-00155d614aa6,1,1,8.00
U.S. Product Development 2017: Advisor Product Demand in a Model-Driven Environment,20180622,16,50,Anonymous-User,1,0,0.00
U.S. Products and Strategies,20180523,11,48,fe333a53-bac8-e711-9404-00155d9b6db4,1,0,24.00
U.S. products and strategies 2016,20180525,14,19,fe333a53-bac8-e711-9404-00155d9b6db4,1,0,14.00
U.S. products and strategies 2017,20180525,14,20,fe333a53-bac8-e711-9404-00155d9b6db4,1,0,22.00
u.s. retail investor,20180404,11,40,Anonymous-User,1,0,38.00
U.S. Retail Investor,20180406,04,25,U000XR9,1,0,976.00
U.S. Retail Investor,20180419,10,28,U001B4V,1,0,126.00
U.S. Retail Investor,20180604,21,29,f6a26fe3-585d-e811-bd6d-00155d9b4cc4,1,0,260.00
U.S. Retail Investor Edition,20180514,12,44,U00199W,1,0,13.00
u.s. retail investor products,20180419,10,15,U001B4V,1,4,770.00
u.s. retail investor products,20180621,10,12,f6c7caa3-d439-e811-bbd3-00155d9b6fb4,1,0,0.00
u.s. retail investor products and platforms,20180620,15,01,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,1030.00
U.S. Retail Investor Products and Platforms,20180522,21,18,07631dd7-6b87-e711-810b-5065f38afab1,1,0,26.00
U.S. Retail Investor Products and Platforms,20180620,12,39,87a78239-5a9e-e711-9401-00155d9b7010,1,3,1159.00
U.S. Retail Investor Products and Platforms,20180621,10,32,U001939,1,0,0.00
U.S. Retail Investor Products and Platforms 2017,20180621,15,00,4ba1694c-2ba8-e611-80f6-5065f38a5961,1,0,20.00
U.S. Retail Investor Products and Platforms 2018,20180621,10,32,U001939,1,0,19.00
U.S. Retail Investor Products and Platforms 2018,20180621,14,54,4ba1694c-2ba8-e611-80f6-5065f38a5961,1,0,363.00
U.S. Retail Investor Products and Platforms 2018,20180621,15,51,4ba1694c-2ba8-e611-80f6-5065f38a5961,1,1,13.00
u.s. retirement 2017,20180530,09,16,82293565-bba6-e611-9403-00155d6148c2,1,0,5.00
U.S. Retirement edition,20180627,12,10,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,5,792.00
u.s. retirement end-investor 2018,20180627,16,28,bc6089b4-a3e5-e711-9403-00155d9b700f,1,0,0.00
U.S. Retirement End-Investor 2018,20180627,12,36,3c50725a-7bde-e711-810b-c4346bdca201,1,2,1641.00
U.S. Retirement End-Investor 2018,20180627,16,24,98e1f01e-cbc0-e711-8107-c4346bdc0371,1,2,30.00
U.S. Retirement Market,20180508,15,54,98397e9b-f652-e811-bd6d-00155d9b4cc4,1,7,1305.00
U.S. Retirement Markets 2017: The Rise of Fiduciary Services.,20180522,03,27,Anonymous-User,1,8,111.00
U.S. RIA,20180511,14,11,7fdba030-f22d-e811-810e-c4346bdc0301,1,0,52.00
U.S. RIA Marketplace 2017,20180514,23,24,Anonymous-User,1,2,248.00
U.S. RIA MARKETPLACE 2017,20180403,12,39,U0016UA,1,3,170.00
u.s. state of retail,20180511,12,18,Anonymous-User,1,0,4.00
U.S. Sub Advisory Fees,20180516,09,11,0444a9f9-d2a9-e711-8102-c4346bdcf291,1,0,23.00
u.s. sub-advisory,20180514,12,22,Anonymous-User,1,0,49.00
u.s. sub-advisory,20180524,06,27,Anonymous-User,1,1,23.00
u.s. sub-advisory,20180620,09,37,Anonymous-User,1,0,14.00
U.S. Subadavisory Marketplace 2018: Shifting Product Use Drives a Changing Landscape,20180518,08,54,Anonymous-User,1,0,0.00
U.S. subadvisory,20180620,09,37,Anonymous-User,1,1,7.00
u.s. subadvisory marketplace 2018,20180510,11,00,U00130P,1,1,19.00
U.S.: Client Acquisition,20180620,15,32,U000O07,1,0,3.00
U.S.: Client Acquisition,20180620,15,41,c5efcf93-2c56-e711-8107-5065f38afab1,1,6,1332.00
UAP,20180521,09,43,993361d5-50d4-e711-9404-00155d9b6db4,1,2,167.00
ubadvisory work as mandates in single-managed funds,20180518,11,06,Anonymous-User,1,1,126.00
ubs,20180425,16,12,U001HPR,1,0,123.00
ubs,20180523,13,59,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,0.00
UBS,20180417,12,21,7de38bb0-4842-e811-a822-00155d9b3b30,1,1,1199.00
UBS,20180425,16,10,7389721d-0c48-e811-a822-00155d9b3b30,1,0,83.00
ubs aum,20180425,16,14,U001HPR,1,0,9.00
ubs epas,20180418,10,06,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,6.00
ubs one source,20180418,10,05,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,10.00
ubs wealth management,20180418,09,13,c5efcf93-2c56-e711-8107-5065f38afab1,1,5,926.00
ucits,20180618,15,13,7ce2d8c0-2751-e711-8107-5065f38afab1,1,0,0.00
UCITs,20180504,11,22,Anonymous-User,1,2,129.00
UCITS,20180620,03,38,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,488.00
UCITS,20180620,22,31,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
UCITS,20180622,16,17,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,44.00
UCITS,20180627,12,40,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,111.00
UCITS,20180627,14,19,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,219.00
UCITS platforms,20180628,11,18,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,1,1323.00
UCITS platforms,20180628,15,44,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,70.00
UE subadvisory marketplace,20180510,11,25,ac103b9c-a923-e811-8110-c4346bdca201,1,1,5.00
uhnw private equty,20180529,08,50,U0001LE,1,0,11.00
UIT,20180607,15,42,U0012RI,1,2,66.00
uk,20180426,08,54,U001IVN,1,0,75.00
uk,20180430,09,07,Anonymous-User,1,1,23.00
UK 2015 report,20180608,10,32,fe6a8b2f-ee16-e811-90ce-00155d9b90b7,1,0,22.00
UK asset management,20180614,11,01,fe6a8b2f-ee16-e811-90ce-00155d9b90b7,1,0,49.00
uk transfer of wealth,20180614,12,46,deb81076-f16f-e811-8123-c4346bdcf291,1,0,14.00
ultra high net worth,20180522,10,36,a2d3d18f-7c49-e811-8115-c4346bdc0301,1,1,18.00
Ultra high net worth,20180507,16,57,U001H52,1,0,41.00
Ultra high net worth,20180613,14,05,U001D7T,1,0,821.00
UMA,20180409,19,25,Anonymous-User,1,2,15.00
UMA,20180411,15,27,Anonymous-User,1,0,0.00
UMA,20180419,13,30,Anonymous-User,1,1,198.00
UMA,20180508,20,46,Anonymous-User,1,0,0.00
UMA,20180601,11,15,Anonymous-User,1,0,0.00
UMA,20180605,07,31,Anonymous-User,1,0,16.00
UMA,20180619,10,13,Anonymous-User,1,4,379.00
UMA,20180623,00,59,Anonymous-User,1,0,0.00
UMA,20180627,10,20,U001A70,1,3,59.00
UMA,20180627,12,33,U0011VH,1,0,0.00
UMA Adoption,20180627,11,27,d8ccf2c5-c568-e811-9cca-00155d9b44f8,1,2,26.00
uma annuity,20180601,14,44,e4186f40-8da7-e711-8103-c4346bdc0371,1,0,6.00
UMH,20180627,12,09,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,891.00
unconstrained,20180628,09,15,2b36d866-522c-e811-810e-c4346bdc0301,1,0,127.00
unconstrained equities,20180628,09,15,2b36d866-522c-e811-810e-c4346bdc0301,1,0,11.00
unconstrained equity,20180621,16,36,2b36d866-522c-e811-810e-c4346bdc0301,1,0,202.00
unconstrained equity,20180622,13,29,2b36d866-522c-e811-810e-c4346bdc0301,1,0,1077.00
unified managed account,20180604,08,25,e4186f40-8da7-e711-8103-c4346bdc0371,1,0,59.00
unified managed account,20180604,09,52,e4186f40-8da7-e711-8103-c4346bdc0371,1,0,2.00
unified managed accounts,20180627,12,00,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,120.00
unified managed household,20180627,12,02,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,28.00
unified managed houself,20180627,12,02,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,8.00
unit investment trust,20180428,15,37,U001LRM,1,5,177.00
unit investment trust,20180501,10,00,U001LRM,1,0,15.00
UNIT LINKED,20180621,06,27,U001HJB,1,0,216.00
unit linked assets in UK,20180621,06,27,U001HJB,1,0,9.00
united kingdom,20180605,13,23,U00052T,1,0,0.00
United Kingdom,20180409,15,12,Anonymous-User,1,14,486.00
United Kingdom,20180413,07,08,Anonymous-User,1,0,0.00
United Kingdom,20180502,08,58,Anonymous-User,1,0,0.00
United Kingdom,20180526,06,31,Anonymous-User,1,5,94.00
United Kingdom,20180625,19,20,Anonymous-User,1,0,0.00
United States,20180405,10,57,dd2a3809-2029-e811-bbd3-00155d9b6fb4,1,0,0.00
United States,20180406,15,39,Anonymous-User,1,6,246.00
United States,20180413,10,40,U001K7A,1,5,329.00
United States,20180425,10,06,81d8e5fa-8828-e811-8111-c4346bdc0371,1,0,45.00
United States,20180506,21,07,Anonymous-User,1,0,0.00
United States,20180509,12,36,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,0,106.00
United States,20180521,10,48,f9547df6-03b7-e611-9406-00155d61300e,1,0,38.00
United States,20180523,12,19,Anonymous-User,1,1,57.00
United States,20180525,08,49,Anonymous-User,1,9,273.00
United States,20180525,16,57,Anonymous-User,1,6,75.00
United States,20180526,09,43,daf5bc05-b53d-e811-a822-00155d9b3b30,1,0,1006.00
United States,20180601,13,09,Anonymous-User,1,1,33.00
United States,20180604,11,03,Anonymous-User,1,1,26.00
United States,20180606,02,14,Anonymous-User,1,0,0.00
us advisor metrics,20180501,08,48,01ab5779-8857-e711-9400-00155d615d9c,1,1,56.00
us advisor metrics,20180515,19,26,ba002298-3b58-e811-811d-c4346bdcf291,1,0,636.00
us advisor metrics,20180621,14,38,4ff9f1e8-c168-e811-9cca-00155d9b44f8,1,1,21.00
US Advisor Metrics,20180614,14,52,f0e3cb73-29c3-e711-8108-c4346bdca201,1,0,6.00
us and european esg fund assets,20180620,17,01,684dd0a7-30ad-e711-9402-00155d9b58a1,1,0,9.00
US annuities and insurance,20180420,17,15,8761690c-9d44-e811-a822-00155d9b3b30,1,0,25.00
us annuity markets,20180529,09,56,Anonymous-User,1,3,127.00
US Asset Allocation Model Delivery,20180417,13,55,U0008C2,1,5,72.00
us broker dealer market place,20180507,16,16,U001K05,1,8,237.00
us broker dealer marketplace,20180522,20,22,07631dd7-6b87-e711-810b-5065f38afab1,1,1,151.00
US Broker Dealer Marketplace,20180601,03,38,U0003LX,1,0,349.00
us broker dealer marketplace 2017,20180604,11,19,07631dd7-6b87-e711-810b-5065f38afab1,1,1,136.00
US Broker Dealer Marketplace 2017,20180626,11,25,6fd32104-c053-e811-bd6d-00155d9b4cc4,1,1,52.00
US Canadian Equity,20180620,11,56,0a824159-9974-e811-8125-c4346bdcf291,1,0,0.00
us defined contribution,20180616,10,20,U0016SH,1,0,866.00
us etf,20180405,10,00,U001EHR,1,0,20.00
US evolution of the retirement,20180424,13,28,3775de7b-b513-e711-8102-5065f38be1c1,1,0,4.00
us evolution of the retirement investor,20180618,21,10,U000A22,1,0,14.00
us general accounts,20180606,07,25,544378ae-b04c-e811-811b-c4346bdca201,1,7,227.00
us high net worth and ultra high net worth markets,20180420,16,34,01ab5779-8857-e711-9400-00155d615d9c,1,0,23.00
us high net worth and ultra high net worth markets,20180420,17,13,01ab5779-8857-e711-9400-00155d615d9c,1,0,40.00
us high net worth and ultra high net worth markets 2015,20180420,17,19,01ab5779-8857-e711-9400-00155d615d9c,1,0,10.00
us high net worth and ultra high net worth markets 2016,20180420,17,18,01ab5779-8857-e711-9400-00155d615d9c,1,0,26.00
US institutional,20180612,05,21,U0011IK,1,4,586.00
US Institutional,20180517,19,27,Anonymous-User,1,6,484.00
US Institutional,20180517,23,57,U001HJB,1,5,99.00
US Institutional,20180612,05,02,U0011IK,1,0,63.00
us intermediary,20180403,16,29,ac985336-fcdc-e611-80fe-5065f38be1c1,1,1,970.00
US intermediary,20180527,11,27,U0001J2,1,0,73.00
us intermediary broker dealer,20180507,15,57,U001624,1,2,36.00
us investment,20180501,19,08,Anonymous-User,1,1,7.00
us investment consultants,20180524,15,08,db4bbdda-060d-e811-90ce-00155d9b92f8,1,11,303.00
US Investors,20180615,14,23,U0015OS,1,2,53.00
us managed accounts,20180628,11,46,63d3e247-f776-e711-9401-00155d614304,1,0,0.00
